id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,tmdb_popularity,tmdb_score
ts104485,The Stranded,SHOW,2019,TV-MA,49,"['drama', 'action']",['TH'],tt9310400,6.2,22.162,7.2
ts222049,Who Killed Malcolm X?,SHOW,2019,TV-MA,45,"['crime', 'history', 'documentation']",['US'],tt10948316,7.5,7.178,7.5
ts223456,Pandemic: How to Prevent an Outbreak,SHOW,2020,TV-14,49,['documentation'],['US'],tt11497904,6.3,10.962,7.0
tm861718,Villain,MOVIE,2020,R,97,"['drama', 'thriller', 'action', 'crime']",['GB'],tt9820352,5.9,5.56,5.9
tm458893,"Oh, Ramona!",MOVIE,2019,R,109,"['comedy', 'romance', 'european']",['RO'],tt7200946,4.8,41.856,5.7
ts110635,Luna Nera,SHOW,2020,TV-MA,45,"['drama', 'fantasy', 'thriller', 'scifi']",['IT'],tt8403622,6.0,21.419,7.8
ts191121,Reality Z,SHOW,2020,TV-MA,31,"['comedy', 'horror', 'scifi']",['BR'],tt10241238,5.6,19.62,6.8
ts236051,The Least Expected Day: Inside the Movistar Team 2019,SHOW,2020,TV-MA,31,"['documentation', 'sport']",['ES'],tt12048124,7.4,3.95,7.1
ts89028,Delhi Crime,SHOW,2019,TV-MA,27,"['drama', 'crime']",['IN'],tt9398466,8.5,6.231,8.2
ts269442,The Surgeon's Cut,SHOW,2020,TV-14,50,['documentation'],[],tt13487106,8.5,4.822,7.7
tm898699,Larry the Cable Guy: Remain Seated,MOVIE,2020,R,67,['comedy'],['US'],tt11464488,6.6,2.693,5.5
ts87320,Can You Hear Me?,SHOW,2019,TV-MA,22,"['drama', 'comedy']",['CA'],tt9747016,7.6,7.985,8.8
ts269501,BREAK IT ALL: The History of Rock in Latin America,SHOW,2020,TV-MA,50,"['documentation', 'music']",['AR'],tt13570366,7.6,13.537,7.6
ts103213,Queen Sono,SHOW,2020,TV-MA,89,"['drama', 'thriller', 'action', 'crime']",['ZA'],tt9426290,5.9,4.891,7.5
ts223948,The Goop Lab,SHOW,2020,TV-MA,33,"['documentation', 'reality']",[],tt11561206,2.5,3.545,3.5
ts238242,The Great Heist,SHOW,2020,TV-MA,44,"['drama', 'thriller', 'crime']",['CO'],tt12624844,7.3,31.934,7.3
ts187070,Pup Academy,SHOW,2019,TV-Y,26,['family'],['US'],tt10302548,6.6,23.821,7.1
ts256853,The King's Avatar,SHOW,2019,TV-MA,36,"['action', 'fantasy']",['CN'],tt10732794,8.2,22.822,8.9
ts251621,World's Most Wanted,SHOW,2020,TV-14,45,"['crime', 'documentation']",['US'],tt12753698,7.1,2.966,8.0
ts89347,Street Food,SHOW,2019,TV-G,37,['documentation'],['US'],tt10050778,7.9,3.764,7.9
ts250920,Home Game,SHOW,2020,TV-MA,29,"['documentation', 'sport']",['US'],tt12429046,7.0,2.721,6.4
tm319139,Saaho,MOVIE,2019,R,171,"['thriller', 'action', 'crime', 'drama', 'romance']",['IN'],tt6836936,5.5,5.566,6.2
ts85451,45 RPM,SHOW,2019,TV-MA,57,"['drama', 'music']",['ES'],tt8987918,7.2,2.761,6.9
ts89583,Trailer Park Boys: The Animated Series,SHOW,2019,TV-MA,25,"['animation', 'comedy']",['CA'],tt9814900,7.6,17.146,7.3
ts104168,El Dragón: Return of a Warrior,SHOW,2019,TV-MA,53,"['action', 'drama']",['US'],tt9281190,6.8,49.839,7.4
ts87488,Malibu Rescue: The Series,SHOW,2019,TV-G,26,"['comedy', 'action', 'family']",['US'],tt9098432,5.4,10.9,8.0
tm502151,A Remarkable Tale,MOVIE,2019,PG,93,"['comedy', 'drama', 'european']",['ES'],tt8296660,5.3,5.253,5.7
tm919106,Rising Phoenix,MOVIE,2020,PG-13,105,"['documentation', 'sport']",['GB'],tt10851618,8.1,12.634,8.2
ts87473,7SEEDS,SHOW,2019,TV-MA,25,"['scifi', 'drama', 'animation', 'action', 'horror', 'romance']",['JP'],tt9348718,6.3,31.425,8.1
tm467848,NiNoKuni,MOVIE,2019,PG-13,106,"['fantasy', 'animation', 'action', 'family', 'romance']",['JP'],tt9760504,6.1,17.896,6.7
ts190452,Stolen Away,SHOW,2020,TV-14,48,"['thriller', 'action', 'crime', 'drama']",['ES'],tt10064124,7.1,11.356,7.1
ts251119,Hook,SHOW,2020,TV-MA,43,"['drama', 'romance', 'sport']",['TH'],tt12659696,6.5,2.708,6.3
ts88821,I Hear You,SHOW,2019,TV-14,45,"['drama', 'comedy', 'romance']",['CN'],tt10327440,7.3,15.664,7.9
ts91034,Leila,SHOW,2019,TV-MA,46,"['war', 'scifi', 'drama']",['IN'],tt7259274,4.7,1.4,7.0
ts101060,Merry Happy Whatever,SHOW,2019,TV-PG,26,['comedy'],['US'],tt9777322,6.4,10.85,6.6
ts88133,Well-Intended Love,SHOW,2019,TV-14,43,"['drama', 'romance']",['CN'],tt9886950,7.2,29.43,8.1
ts317497,The Neighbor,SHOW,2019,TV-MA,30,"['comedy', 'action']",['ES'],tt9731222,6.5,13.672,6.6
ts216513,The Healing Powers of Dude,SHOW,2020,TV-G,30,"['fantasy', 'action', 'comedy', 'drama', 'family']",[],tt10540562,6.5,11.905,7.2
ts218176,The Big Show Show,SHOW,2020,TV-PG,26,['comedy'],['US'],tt10726356,6.3,15.341,7.5
ts217719,Basketball or Nothing,SHOW,2019,TV-PG,0,"['documentation', 'sport']",['US'],tt10698408,7.4,3.31,8.3
tm885669,The Christmas Chronicles: Part Two,MOVIE,2020,PG,112,"['comedy', 'family', 'fantasy']",['US'],tt11057644,6.0,45.05,6.6
tm873159,The Yin-Yang Master: Dream of Eternity,MOVIE,2020,PG-13,132,"['scifi', 'action', 'drama', 'fantasy']",['CN'],tt11454718,6.4,21.049,7.7
ts88552,Go! Live Your Way,SHOW,2019,TV-Y7,40,"['drama', 'comedy', 'romance']",['AR'],tt9654086,6.7,23.687,9.3
ts255418,Bad Boy Billionaires: India,SHOW,2020,TV-14,0,"['crime', 'documentation']",['XX'],tt12923630,7.9,2.596,8.0
ts83810,Cannon Busters,SHOW,2019,TV-MA,24,"['scifi', 'action', 'animation', 'fantasy']","['FR', 'US', 'JP']",tt5066664,6.7,4.6,6.7
ts252318,Million Dollar Beach House,SHOW,2020,TV-MA,28,['reality'],['US'],tt12882136,4.2,1.957,5.7
ts236332,Absurd Planet,SHOW,2020,TV-PG,20,['documentation'],['US'],tt12027008,3.9,19.898,5.9
ts89331,My Husband Won't Fit,SHOW,2019,TV-MA,34,"['drama', 'romance']",['JP'],tt10027946,6.7,6.306,6.1
ts254767,"Whose Vote Counts, Explained",SHOW,2020,TV-PG,25,['documentation'],[],tt13005714,7.3,4.348,7.4
ts237071,The Forest of Love: Deep Cut,SHOW,2020,TV-MA,0,"['crime', 'horror', 'thriller', 'drama']",['JP'],tt12079236,6.8,4.584,6.9
ts84639,revisions,SHOW,2019,TV-MA,22,"['action', 'scifi', 'animation']",['JP'],tt9522354,5.9,7.336,7.0
ts191285,The Prince of Tennis ~ Match! Tennis Juniors ~,SHOW,2019,TV-PG,45,"['drama', 'sport']",['CN'],tt10097916,7.6,4.438,9.2
ts87372,Ultramarine Magmell,SHOW,2019,TV-14,24,"['action', 'fantasy', 'animation']",['JP'],tt11025120,6.0,20.071,6.9
tm960414,A California Christmas,MOVIE,2020,PG-13,106,"['romance', 'comedy', 'drama']",['US'],tt13055780,5.8,9.156,6.4
ts90789,Jailbirds,SHOW,2019,TV-MA,44,"['reality', 'crime', 'thriller']",['US'],tt1176289,7.0,9.54,7.8
ts256606,Trial 4,SHOW,2020,TV-MA,55,"['documentation', 'crime']",['US'],tt13363298,7.4,5.972,7.1
ts227412,Shaun the Sheep: Adventures from Mossy Bottom,SHOW,2020,TV-Y7,6,"['comedy', 'family', 'animation']",['GB'],tt11983342,8.1,2.109,8.8
ts87698,Examination of Conscience,SHOW,2019,TV-MA,51,"['documentation', 'history', 'crime']",['ES'],tt9584024,7.8,1.833,8.8
ts87680,Playing with Fire,SHOW,2019,TV-14,43,['drama'],['MX'],tt9587732,5.9,26.283,7.1
ts251378,Mystery Lab,SHOW,2020,TV-PG,37,"['comedy', 'family', 'documentation', 'animation']",['BR'],tt12723962,7.4,4.693,7.4
ts90980,It's Bruno!,SHOW,2019,TV-MA,3,"['comedy', 'animation']",['US'],tt10186846,7.5,4.064,6.7
ts88937,Shadow,SHOW,2019,TV-MA,43,"['action', 'crime', 'drama', 'thriller']",['ZA'],tt9817236,6.6,2.08,6.5
tm886086,Seized,MOVIE,2020,R,85,"['thriller', 'action']",['US'],tt7221772,5.2,10.36,6.6
tm889679,Roped,MOVIE,2020,PG,90,"['romance', 'family', 'comedy', 'drama']",['US'],tt8523028,5.4,5.927,6.3
ts85510,Rhythm + Flow,SHOW,2019,TV-MA,57,"['reality', 'music']",['US'],tt9278032,7.6,3.802,8.2
ts101042,The 43,SHOW,2019,TV-MA,56,"['documentation', 'war']",['MX'],tt9789272,7.1,5.066,6.9
tm835869,Jarhead: Law of Return,MOVIE,2019,R,103,['war'],"['US', 'IL']",tt10767720,5.6,27.926,6.5
ts218367,Secreto bien guardado,SHOW,2019,TV-MA,30,"['drama', 'romance']",['AR'],tt10702412,4.9,2.343,10.0
ts90508,Flinch,SHOW,2019,TV-PG,24,['reality'],['GB'],tt9196244,4.4,3.04,5.6
tm455410,Grand-Daddy Day Care,MOVIE,2019,PG-13,91,"['comedy', 'family']",['FR'],tt8749922,4.9,9.509,6.4
ts108593,The Unsettling,SHOW,2019,TV-14,23,"['fantasy', 'horror', 'scifi', 'thriller', 'crime']",['US'],tt8680902,5.2,12.273,7.0
ts222803,Maradona in Mexico,SHOW,2019,TV-MA,37,"['documentation', 'sport', 'comedy', 'drama']","['PE', 'AR']",tt11168104,7.3,3.895,7.1
ts236182,Brews Brothers,SHOW,2020,TV-MA,11,"['comedy', 'drama']",['US'],tt10930958,5.1,5.258,5.0
ts226403,The Circle Brazil,SHOW,2020,TV-MA,49,['reality'],['BR'],tt9581782,6.8,2.497,7.3
tm428506,The Man Who Feels No Pain,MOVIE,2019,PG,136,"['action', 'comedy']",['IN'],tt8055888,7.3,3.84,6.9
ts218890,Drifting Dragons,SHOW,2020,TV-14,24,"['action', 'scifi', 'animation', 'fantasy']",['JP'],tt11418344,6.0,8.863,7.7
ts89361,The Idhun Chronicles,SHOW,2020,TV-14,27,"['scifi', 'action', 'fantasy', 'animation']",['ES'],tt9731266,5.3,14.62,7.4
ts252141,Alien TV,SHOW,2020,TV-Y7,23,"['comedy', 'animation', 'family']",['AU'],tt12765530,6.3,12.66,6.7
ts223242,Was It Love?,SHOW,2020,TV-MA,69,"['drama', 'comedy', 'romance']",['KR'],tt12525622,7.1,6.052,8.3
ts251618,Tiny Creatures,SHOW,2020,TV-PG,25,"['documentation', 'family', 'drama']",['GB'],tt12759334,5.0,10.31,6.9
ts251061,Legend of Exorcism,SHOW,2020,TV-14,21,"['scifi', 'drama', 'animation', 'action', 'fantasy']",['CN'],tt14994658,7.7,11.535,9.5
ts250871,The Business of Drugs,SHOW,2020,TV-MA,44,"['crime', 'documentation']",['US'],tt12588416,7.2,6.74,7.0
ts243256,Social Distance,SHOW,2020,TV-MA,20,"['drama', 'comedy']",['US'],tt14773740,5.7,12.324,6.8
ts224796,The Ghost Bride,SHOW,2020,TV-14,51,"['drama', 'thriller']","['MY', 'TW']",tt9690302,6.3,4.13,7.0
tm857051,Forensic,MOVIE,2020,PG-13,134,"['thriller', 'crime']",['IN'],tt10187680,6.8,3.854,6.5
tm458328,Badla,MOVIE,2019,PG-13,120,"['thriller', 'crime', 'drama']",['IN'],tt8130968,7.8,7.353,7.4
tm931330,BLACKPINK: Light Up the Sky,MOVIE,2020,PG-13,79,"['documentation', 'music']",['KR'],tt13058290,7.5,12.662,8.4
ts105608,Puerta 7,SHOW,2020,TV-MA,41,"['thriller', 'crime', 'drama']",['AR'],tt9170386,5.6,10.317,7.1
ts89315,Huge in France,SHOW,2019,TV-MA,30,['comedy'],['FR'],tt8009602,6.8,4.471,5.3
ts269157,Room 2806: The Accusation,SHOW,2020,TV-MA,49,"['documentation', 'crime']",['FR'],tt13540900,7.0,3.169,7.3
tm823302,Alice Júnior,MOVIE,2019,PG-13,90,"['romance', 'animation', 'comedy', 'drama']",['BR'],tt8217188,6.8,3.049,6.8
tm847623,Rogue Warfare: Death of a Nation,MOVIE,2020,R,103,"['action', 'war']",['US'],tt7983744,3.4,3.537,4.8
ts103935,Bolívar: Una lucha admirable,SHOW,2019,TV-MA,52,"['romance', 'action', 'drama']",['CO'],tt9327242,7.3,33.482,7.7
ts223084,Nowhere Man,SHOW,2019,TV-MA,56,"['crime', 'drama', 'thriller', 'action']",['TW'],tt10895588,5.6,3.59,6.6
ts100354,Monzón: A Knockout Blow,SHOW,2019,TV-MA,45,"['crime', 'drama', 'history', 'sport']",['AR'],tt9852660,7.9,2.791,8.3
tm880059,All Day and a Night,MOVIE,2020,R,121,['drama'],['US'],tt3993886,5.9,8.057,6.2
ts253288,Felipe Esparza: Bad Decisions,SHOW,2020,TV-MA,62,['comedy'],['US'],tt12875768,5.4,1.678,10.0
tm474862,Bennett's War,MOVIE,2019,PG-13,95,"['drama', 'sport']",['US'],tt7370952,6.0,5.634,7.1
ts89340,Crime Diaries: The Candidate,SHOW,2019,TV-MA,37,"['war', 'crime', 'drama', 'thriller']",['MX'],tt9327348,7.5,11.594,7.4
ts270439,Best Leftovers Ever!,SHOW,2020,TV-G,36,['reality'],['US'],tt13563634,5.6,1.733,6.8
ts217356,Betaal,SHOW,2020,TV-MA,47,"['action', 'horror', 'thriller']",['IN'],tt10651790,5.4,11.096,6.7
tm932595,A Babysitter's Guide to Monster Hunting,MOVIE,2020,PG,94,"['fantasy', 'comedy', 'family']",['US'],tt4844150,5.4,66.921,6.2
ts254537,"Good Morning, Verônica",SHOW,2020,TV-MA,45,"['drama', 'thriller', 'crime']",['BR'],tt12987918,7.6,13.579,7.4
ts268758,Mismatched,SHOW,2020,TV-MA,32,"['comedy', 'drama', 'romance']",['IN'],tt12719250,5.5,4.059,6.6
tm918962,Fearless,MOVIE,2020,PG,89,"['comedy', 'scifi', 'documentation', 'animation', 'family']",['CA'],tt8675288,4.9,25.413,6.2
ts86365,Rilakkuma and Kaoru,SHOW,2019,TV-PG,12,"['comedy', 'drama', 'family', 'animation']",['JP'],tt9348716,8.3,18.274,7.2
tm466832,Dragon Quest: Your Story,MOVIE,2019,PG,103,"['action', 'animation', 'family', 'fantasy']",['JP'],tt10127562,6.5,12.777,6.8
ts218504,Hello Ninja,SHOW,2019,TV-Y,13,"['animation', 'action', 'comedy', 'family', 'fantasy']",['CA'],tt10687170,6.7,7.574,7.0
tm945825,Bobbleheads: The Movie,MOVIE,2020,PG,82,"['comedy', 'family', 'animation']",['US'],tt13292206,2.4,17.987,5.6
tm474548,Good Sam,MOVIE,2019,PG,90,"['drama', 'comedy']",['US'],tt9032888,5.7,7.332,6.0
ts89330,Stay Tuned!,SHOW,2019,TV-14,46,['comedy'],['JP'],tt10088086,7.5,2.928,9.0
tm933639,Wish Upon a Unicorn,MOVIE,2020,PG,93,"['fantasy', 'family']",['US'],tt10798660,5.4,28.467,7.1
tm847805,Ludo,MOVIE,2020,PG-13,150,"['crime', 'action', 'comedy', 'drama']",['IN'],tt7212754,7.6,8.817,7.4
tm938227,Dolly Parton's Christmas on the Square,MOVIE,2020,PG,98,"['comedy', 'family']",['US'],tt10627548,5.2,5.099,5.9
ts250803,Say I Do,SHOW,2020,TV-14,55,['reality'],"['GB', 'US']",tt12540060,7.7,3.444,7.7
ts79695,Sintonia,SHOW,2019,TV-MA,44,"['crime', 'drama', 'music']",['BR'],tt8165086,6.7,5.957,7.5
tm849131,I Am Vengeance: Retaliation,MOVIE,2020,R,90,['action'],['GB'],tt8972556,3.4,14.274,6.1
ts90640,The Writer,SHOW,2019,TV-14,34,"['drama', 'crime']",['LB'],tt10312958,8.2,3.733,10.0
tm452929,The Little Switzerland,MOVIE,2019,PG-13,86,"['comedy', 'european']",['ES'],tt9100028,4.8,6.023,4.6
tm973536,Kevin Hart: Zero F**ks Given,MOVIE,2020,R,69,['comedy'],['US'],tt13433082,6.0,5.133,6.9
ts86940,COMEDIANS of the world,SHOW,2019,TV-MA,30,['comedy'],[],tt8685446,6.5,5.965,6.7
ts214462,The Queen and the Conqueror,SHOW,2020,TV-14,46,"['history', 'drama']",['CO'],tt10348700,6.6,7.958,10.0
tm833382,Keeping the Bees,MOVIE,2019,PG-13,93,['drama'],['TR'],tt12285116,5.8,1.459,6.0
ts251272,Skin Decision: Before and After,SHOW,2020,TV-MA,36,['reality'],['US'],tt12588326,5.8,4.305,8.0
ts269073,The Fabulous Lives of Bollywood Wives,SHOW,2020,TV-MA,32,"['reality', 'documentation', 'romance']",['IN'],tt13452100,5.3,3.448,5.5
tm931436,Welcome to Sudden Death,MOVIE,2020,R,80,['action'],"['FR', 'JP', 'GB', 'US', 'CA']",tt10804786,4.3,8.443,6.3
ts214192,El Final del Paraíso,SHOW,2019,TV-MA,50,"['action', 'drama']",['MX'],tt10367818,5.1,93.411,4.0
ts104483,Typewriter,SHOW,2019,TV-MA,50,"['thriller', 'horror', 'drama']",['IN'],tt9310372,6.5,9.507,6.7
tm814894,Parchís: the Documentary,MOVIE,2019,PG-13,105,"['documentation', 'music']",['ES'],tt10511826,6.8,2.353,6.9
tm816992,Double World,MOVIE,2020,PG-13,110,"['action', 'fantasy']","['HK', 'CN']",tt10508838,6.1,11.922,6.7
ts269740,How To Ruin Christmas,SHOW,2020,TV-MA,50,"['drama', 'comedy']",['ZA'],tt13492362,6.1,2.1,10.0
ts87489,Trigger Warning with Killer Mike,SHOW,2019,TV-MA,26,"['documentation', 'comedy']",['US'],tt9426194,6.9,2.457,7.1
ts217389,Masaba Masaba,SHOW,2020,TV-MA,31,"['comedy', 'drama']",['IN'],tt10655506,6.8,4.879,9.0
tm892081,Eric Andre: Legalize Everything,MOVIE,2020,R,52,['comedy'],['US'],tt12327104,6.1,2.594,6.3
tm912190,Cargo,MOVIE,2019,PG-13,113,"['drama', 'fantasy', 'scifi']",['IN'],tt8992946,5.6,2.516,5.6
tm494847,Made in China,MOVIE,2019,PG,128,"['drama', 'comedy', 'crime', 'romance', 'thriller', 'european']",['IN'],tt8983180,6.3,1.837,6.5
ts223308,Astronomy Club: The Sketch Show,SHOW,2019,TV-MA,20,['comedy'],['US'],tt10675488,6.9,1.557,7.3
ts218307,Styling Hollywood,SHOW,2019,TV-14,37,['reality'],['US'],tt10715202,6.6,2.073,10.0
ts222942,Narcoworld: Dope Stories,SHOW,2019,TV-MA,40,"['crime', 'documentation']",['US'],tt11215112,6.6,2.257,9.1
ts223110,Sugar Rush Christmas,SHOW,2019,TV-PG,50,['reality'],['US'],tt11168116,6.8,1.298,7.7
ts222599,Queer Eye: We're in Japan!,SHOW,2019,TV-14,50,['reality'],['US'],tt10971532,8.2,1.161,7.1
ts112733,Bard of Blood,SHOW,2019,TV-MA,45,"['action', 'drama', 'thriller']",['IN'],tt8069036,6.8,7.616,7.2
ts224906,Find Yourself,SHOW,2020,TV-14,45,"['drama', 'romance']",['CN'],tt11569628,7.6,33.708,7.7
ts105601,Archibald's Next Big Thing,SHOW,2019,TV-Y7,24,"['scifi', 'animation', 'comedy', 'family', 'fantasy', 'action']",['US'],tt9165404,7.5,10.207,8.0
ts214861,Prank Encounters,SHOW,2019,TV-MA,25,"['comedy', 'horror', 'reality', 'scifi']",['US'],tt10487072,5.2,20.083,7.3
ts228502,The Iliza Shlesinger Sketch Show,SHOW,2020,TV-MA,19,['comedy'],['US'],tt11092086,5.0,2.545,8.0
tm889647,The Stand at Paxton County,MOVIE,2020,R,102,"['thriller', 'drama']",['US'],tt8362228,6.4,5.339,6.0
ts112667,Go! Go! Cory Carson,SHOW,2020,TV-Y,9,"['animation', 'comedy', 'family']",['US'],tt8115702,7.9,14.214,8.4
ts251929,DeMarcus Family Rules,SHOW,2020,TV-14,29,['reality'],['US'],tt12759420,6.2,1.469,5.5
ts221041,My Dear Warrior,SHOW,2019,TV-14,42,"['fantasy', 'romance']",['TH'],tt11281912,4.6,6.471,9.3
ts101503,Team Kaylie,SHOW,2019,TV-PG,30,['comedy'],['US'],tt9717424,4.0,12.491,8.2
ts90063,Put Your Head on My Shoulder,SHOW,2019,TV-Y7,40,"['drama', 'romance', 'comedy']",['CN'],tt10265158,8.0,28.025,8.4
ts252015,GAME ON: A Comedy Crossover Event,SHOW,2020,TV-G,29,"['comedy', 'family']",['US'],tt12800428,5.4,1.761,7.7
ts251072,The Underclass,SHOW,2020,TV-MA,55,['drama'],['TH'],tt12666950,6.4,6.24,6.7
ts88608,Cricket Fever: Mumbai Indians,SHOW,2019,TV-MA,38,"['documentation', 'sport']",['IN'],tt8531592,7.2,1.4,9.0
tm943771,Angela's Christmas Wish,MOVIE,2020,G,47,"['animation', 'comedy', 'drama', 'family']","['IE', 'US']",tt13260836,7.1,39.273,6.4
tm838007,Dolly Kitty and Those Twinkling Stars,MOVIE,2019,R,120,"['drama', 'comedy']",['IN'],tt9176296,5.5,2.643,5.8
tm887052,Father Soldier Son,MOVIE,2020,R,99,"['war', 'documentation']",['US'],tt12187586,7.3,9.731,6.2
tm977782,Shawn Mendes: Live in Concert,MOVIE,2020,PG,87,"['documentation', 'music']",['CA'],tt13528990,7.1,6.107,7.9
ts237556,The Unremarkable Juanquini,SHOW,2020,TV-MA,30,['comedy'],['CO'],tt12189308,4.3,12.853,7.0
ts89696,Tijuana,SHOW,2019,TV-14,41,"['drama', 'crime']",['MX'],tt8027624,6.9,10.016,8.0
ts89363,YooHoo to the Rescue,SHOW,2019,TV-Y,13,['family'],[],tt9817288,6.8,1.402,8.0
tm841239,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,MOVIE,2019,PG-13,13,['documentation'],['US'],tt11151792,7.1,2.744,7.0
ts253722,Sing On!,SHOW,2020,TV-G,36,"['reality', 'music']",['US'],tt12923734,6.4,3.073,8.5
ts221151,Living Undocumented,SHOW,2019,TV-MA,42,['documentation'],['US'],tt10977486,6.7,1.686,6.0
tm843958,Rogue Warfare: The Hunt,MOVIE,2019,R,103,['action'],['US'],tt7983712,3.1,6.517,5.6
tm1079495,A Second Chance: Rivals!,MOVIE,2019,PG,89,"['family', 'drama', 'sport']",['AU'],tt9810420,4.7,7.231,7.4
ts88166,Nailed It! Mexico,SHOW,2019,TV-PG,32,['reality'],['MX'],tt9708588,6.2,6.237,7.1
ts256134,Country Ever After,SHOW,2020,TV-PG,24,"['reality', 'music']",['US'],tt12987872,6.3,0.777,9.7
ts89895,Mighty Little Bheem,SHOW,2019,TV-Y,6,"['comedy', 'family', 'fantasy', 'animation']",['US'],tt10050752,6.4,8.062,8.2
ts105589,Rhyme Time Town,SHOW,2020,TV-Y,23,"['animation', 'comedy', 'family']",['US'],tt9165434,7.5,8.925,8.2
ts103574,Sakho & Mangane,SHOW,2019,TV-MA,51,"['action', 'comedy']",['SN'],tt9391692,6.5,2.609,7.0
tm457296,Kevin Hart's Guide to Black History,MOVIE,2019,PG,63,['comedy'],['US'],tt6373518,5.5,4.301,5.4
ts236769,"Coronavirus, Explained",SHOW,2020,TV-PG,23,['documentation'],['US'],tt12189310,7.6,8.891,7.3
tm473647,ReMastered: The Lion's Share,MOVIE,2019,PG-13,84,"['music', 'documentation']",['US'],tt9046576,6.9,3.967,6.8
ts92405,Hasmukh,SHOW,2020,TV-MA,32,"['crime', 'comedy', 'drama']",['IN'],tt9359294,5.3,3.347,7.0
ts189314,Tiffany Haddish Presents: They Ready,SHOW,2019,TV-14,23,"['comedy', 'reality']",['US'],tt10085386,6.5,2.37,6.2
tm938333,A Go! Go! Cory Carson Halloween,MOVIE,2020,G,21,"['family', 'animation', 'horror']",[],tt13058374,6.3,2.457,7.3
ts233367,Sing On! Spain,SHOW,2020,TV-G,39,"['music', 'reality']",['ES'],tt11698668,6.0,1.86,8.5
tm850382,Sillu Karupatti,MOVIE,2019,G,138,"['drama', 'romance']",['IN'],tt9614988,8.0,2.836,7.4
tm813936,Adam Devine: Best Time of Our Lives,MOVIE,2019,PG-13,58,['comedy'],['US'],tt10376844,5.9,2.244,6.5
ts257243,Voices of Fire,SHOW,2020,TV-PG,36,"['music', 'reality']",['US'],tt13329282,6.8,4.411,8.0
ts88146,Larry Charles' Dangerous World of Comedy,SHOW,2019,TV-MA,0,"['documentation', 'comedy']",['US'],tt9654082,7.3,1.4,6.0
tm474721,Saverio Raimondo: Il Satiro Parlante,MOVIE,2019,PG-13,53,['comedy'],[],tt10242216,5.6,1.714,5.9
ts221891,Legend Quest: Masters of Myth,SHOW,2019,TV-Y7,25,"['action', 'animation']",['MX'],tt10228032,7.6,2.645,10.0
ts90466,Hong Kong West Side Stories,SHOW,2019,TV-MA,23,"['drama', 'comedy']",['HK'],tt10284430,5.7,3.24,8.3
ts89336,Charlie's Colorforms City,SHOW,2019,TV-Y,23,"['animation', 'family']",['US'],tt8115672,7.0,2.985,8.5
ts89656,The Legend of White Snake,SHOW,2019,TV-14,46,"['scifi', 'drama', 'fantasy']",['CN'],tt10628250,7.4,5.267,9.0
ts252695,Bookmarks: Celebrating Black Voices,SHOW,2020,TV-G,7,['family'],['US'],tt12923664,5.0,3.193,8.0
tm817542,Hikaru Utada Laughter in the Dark Tour 2018,MOVIE,2019,G,141,"['documentation', 'music']",['JP'],tt10556746,8.3,3.202,8.0
tm845607,Spirit Riding Free: Spirit of Christmas,MOVIE,2019,PG,45,"['animation', 'action', 'comedy', 'drama', 'family']",['US'],tt11313068,5.2,13.018,7.0
tm854786,Yeh Ballet,MOVIE,2020,PG-13,117,['drama'],['IN'],tt10230436,7.5,8.378,7.7
ts230973,Arashi's Diary: Voyage,SHOW,2019,TV-Y7,31,"['documentation', 'music']",['JP'],tt11434874,7.7,2.055,9.5
tm677746,Bombay Rose,MOVIE,2019,PG-13,97,"['romance', 'animation', 'drama']","['FR', 'IN', 'QA']",tt8435324,6.2,2.118,6.7
tm405637,122,MOVIE,2019,R,95,"['horror', 'thriller']",['EG'],tt7867670,6.2,2.923,5.9
tm982018,A Trash Truck Christmas,MOVIE,2020,G,28,"['animation', 'comedy', 'family']",['US'],tt13458584,5.5,22.042,6.5
tm984018,Cops and Robbers,MOVIE,2020,PG-13,8,['animation'],['US'],tt13322484,6.9,4.434,7.0
ts224261,Nailed It! Germany,SHOW,2020,TV-14,35,['reality'],['DE'],tt11460744,5.7,3.934,10.0
tm373655,Sarvam Thaala Mayam,MOVIE,2019,PG,133,"['drama', 'music']",['IN'],tt8319768,7.6,2.003,7.2
ts225708,Six Windows in the Desert,SHOW,2020,TV-14,21,"['drama', 'comedy', 'history', 'scifi']",['SA'],tt11874042,4.3,1.4,10.0
ts45322,"Wait, My Youth",SHOW,2019,TV-PG,36,"['drama', 'romance']",['CN'],tt12071466,8.1,5.345,9.0
ts222512,Nailed It! France,SHOW,2019,TV-14,34,['reality'],[],tt10990804,6.4,0.713,8.5
ts223121,Bangkok Buddies,SHOW,2019,TV-MA,40,"['comedy', 'drama']",['TH'],tt11513508,6.8,0.926,10.0
ts78324,Pinky Malinky,SHOW,2019,TV-Y7,13,"['comedy', 'family', 'animation']",['US'],tt5621544,5.8,8.557,5.0
ts223115,The Charming Stepmom,SHOW,2019,TV-14,56,"['family', 'comedy', 'romance']",['TH'],tt13846404,7.8,6.55,10.0
ts222802,Once Upon a Time in Lingjian Mountain,SHOW,2019,TV-14,45,"['action', 'comedy', 'fantasy', 'romance', 'drama']",['CN'],tt11261994,7.5,9.584,7.7
tm975616,The Beginning of Life 2: Outside,MOVIE,2020,G,92,['documentation'],['BR'],tt12190648,8.1,1.369,8.5
